"Name","Sex","Event","Equipment","Age","AgeClass","Division","BodyweightKg","WeightClassKg","Squat1Kg","Squat2Kg","Squat3Kg","Squat4Kg","Best3SquatKg","Bench1Kg","Bench2Kg","Bench3Kg","Bench4Kg","Best3BenchKg","Deadlift1Kg","Deadlift2Kg","Deadlift3Kg","Deadlift4Kg","Best3DeadliftKg","TotalKg","Place","Wilks","McCulloch","Glossbrenner","IPFPoints","Tested","Country","Federation","Date","MeetCountry","MeetState","MeetName","id","na_count"
"Joyce Caliendo","F","SBD","Raw",18.5,"18-19","FR-T3",70.68,"72",132.5,140,142.5,NA,142.5,62.5,-67.5,-67.5,NA,62.5,160,170,177.5,NA,177.5,382.5,"3",378.01,393.14,333.14,629.02,"Yes","","USAPL","2017-10-10","USA","FL","Raw National Championships",699599,3
"Shaun Shapiro","M","SBD","Raw",25.5,"24-34","MR-O",97.8,"105",-217.5,230,242.5,NA,242.5,150,160,-165,NA,160,252.5,267.5,280,NA,280,682.5,"1",419.18,419.18,403.12,620.36,"Yes","","USAPL","2017-12-16","USA","CA","NorCal Winter Classic",743889,3
"Mike Rosenwald","M","SBD","Single-ply",69.5,"65-69","M-M4",73.4,"74",112.5,122.5,132.5,NA,132.5,72.5,77.5,-82.5,NA,77.5,125,135,145,NA,145,355,"1",256.84,413.52,248.57,348.77,"Yes","USA","USAPL","2018-05-18","USA","WA","Open Nationals",722659,3
"Stuart Bernstein","M","SBD","Wraps",50,"50-54","M-OR",102,"110",155,167.5,NA,NA,167.5,90,-95,-95,NA,90,190,205,-210,NA,205,462.5,"4",279.31,315.62,268.27,382.31,"","","GPC-AUS","2016-10-14","Australia","QLD","TJMEBD Nationals",4302,4
"Neil Deighton","M","SBD","Wraps",31,"24-34","M-O",82.3,"82.5",265,280,290,NA,290,180,190,195,NA,195,270,292.5,-300,NA,292.5,777.5,"1",521.61,521.61,503.59,802.58,"","UK","GPC-GB","2017-11-11","UK","","British Finals",920750,3
"Leon Brown","M","SBD","Raw",47.5,"45-49","Masters 1",94.4,"105",235,245,-250,NA,245,200,210,-220.5,NA,210,235,-250,-250,NA,235,690,"3",430.44,465.74,414.34,642.23,"Yes","Canada","NAPF","2014-02-28","USA","OH","StartingStrength.com Pro Raw Challenge",1378681,3
"Jeeraphan Suwannawisut","F","SBD","Raw",19.5,"20-23","FR-Jr",65,"72",97.5,105,115,NA,115,47.5,-52.5,-52.5,NA,47.5,132.5,140,-152.5,NA,140,302.5,"2",317.35,326.87,280.12,514.2,"Yes","","USAPL","2018-06-24","USA","NJ","New Jersey State Championship",759941,3
"Armin Seynstahl","M","SBD","Single-ply",24,"24-34","Open",72.8,"74",170,-177.5,NA,NA,170,125,130,NA,NA,130,220,230,237.5,NA,237.5,537.5,"13",391.19,391.19,378.67,498.62,"Yes","","BVDK","2016-04-09","Germany","","3. Runde Bundesliga Kraftdreikampf",16058,5
"Daniel Dumbrell","M","SBD","Wraps",22,"20-23","MR-J",89.6,"90",180,-200,-207.5,NA,180,130,-135,-135,NA,130,240,255,-262.5,NA,255,565,"1",361.51,365.13,348.42,528.45,"","","WRPF-AUS","2018-06-24","Australia","NSW","Riverina Championships",811608,3
"Nathan Webster","M","SBD","Raw",23.5,"24-34","MR-C",82.1,"83",187.5,195,200,NA,200,125,132.5,135,NA,135,207.5,220,-225,NA,220,555,"1",372.89,372.89,360.02,549.57,"Yes","","USAPL","2019-01-19","USA","GA","Southeast Collegiate Clash",751324,3
"Sonia Manaena","F","SBD","Raw",52.5,"50-54","Open",124.15,"84+",-175,175,NA,NA,175,102.5,NA,NA,NA,102.5,210,220,230,NA,230,507.5,"3",403.39,469.95,341.18,665.96,"Yes","New Zealand","IPF","2014-06-01","South Africa","","World Classic Powerlifting Championships",1034218,6
"James Duff","M","SBD","Raw",24,"24-34","M-C-Open",73.45,"74",225,235,241,NA,241,132.5,140,-142.5,NA,140,255,267.5,277.5,NA,277.5,658.5,"1",476.19,476.19,460.85,722.47,"Yes","","BP","2016-10-01","UK","","British Classic Men",1388757,3
"Michael Sawyer","M","SBD","Raw",59,"55-59","M_MR_4_APF",104.1,"110",107.5,115,NA,NA,115,102.5,-110,NA,NA,102.5,155,165,172.5,NA,172.5,390,"1",233.76,307.39,224.37,304.85,"","","APF","2015-06-12","USA","MI","Raw Nationals",625190,5
"遠藤 颯人","M","SBD","Single-ply",16.5,"16-17","High School",62.64,"66",-180,-180,180,NA,180,85,90,NA,NA,90,155,165,172.5,NA,172.5,442.5,"7",363.17,392.22,353.2,465.36,"Yes","","JPA","2014-08-03","Japan","","Japanese High School Powerlifting Championships",49855,4
"園部 文子","F","SBD","Raw",45.5,"45-49","Masters 1",56.65,"57",85,-95,-95,NA,85,47.5,-50,-50,NA,47.5,110,120,-125.5,NA,120,252.5,"1",294.42,310.61,260.36,453.06,"Yes","","JPA","2016-10-16","Japan","","Japanese Businessmen's Powerlifting Championships",61658,3
"Andriy Avdeev","M","SBD","Wraps",25.5,"24-34","O",78.8,"82.5",-145,145,150,NA,150,-120,120,-125,NA,120,170,180,NA,NA,180,450,"4",310.19,310.19,299.74,442.7,"","Ukraine","WPC-UKR","2009-02-14","Ukraine","","Ukrainian Championships",644114,4
"Ivan Pasha","M","SBD","Single-ply",18.5,"18-19","Open",89.25,"90",282.5,292.5,300,NA,300,165,-175,177.5,NA,177.5,250,-265,265,NA,265,742.5,"10",476.05,495.09,458.84,589.07,"Yes","","UkrainePF","2003-12-18","Ukraine","","Ukrainian Powerlifting Cup",39638,3
"Megan Martinez","F","SBD","Raw",19.5,"20-23","FR-Jr",86.5,"84+",137.5,142.5,150,NA,150,60,65,70,NA,70,132.5,140,145,NA,145,365,"1",320.92,330.55,279.93,551.93,"Yes","","USAPL","2017-12-02","USA","TX","Texas Open & Collegiate Cup",668820,3
"Thomas Ludwig","M","SBD","Raw",26,"24-34","Open",141.8,"120+",230,250,-270,NA,250,160,170,-180,NA,170,280,300,310,NA,310,730,"4",407.16,407.16,385.52,541.69,"Yes","","BVDK","2015-09-12","Germany","BB","DM RAW KDK",15468,3
"Mary Monnard","F","SBD","Raw",25.5,"24-34","FR-O",69,"72",-102.5,107.5,115,NA,115,67.5,72.5,-80,NA,72.5,107.5,-110,-110,NA,107.5,295,"2",296.43,296.43,261.38,488.47,"Yes","","USAPL","2019-02-16","USA","NY","Murder of Crows Open",711771,3
"Maryana Plaksyva","F","SBD","Single-ply",13.5,"13-15","Open",43.45,"44",110,117.5,122.5,NA,122.5,50,52.5,55,NA,55,-112.5,-112.5,-112.5,NA,NA,NA,"DQ",NA,NA,NA,NA,"Yes","Ukraine","UkrainePF","2001-03-01","Ukraine","","Ukrainian Powerlifting Championships",34402,9
"Kevin Chu","M","SBD","Raw",17.5,"18-19","MR-O",83,"83",150,160,-165,NA,160,95,102.5,-105,NA,102.5,187.5,205,215,NA,215,477.5,"7",318.73,337.85,307.67,457.4,"Yes","","USAPL","2016-09-24","USA","CA","Boss of NorCal 3",669695,3
"Edgar Keyan","M","SBD","Single-ply",22,"20-23","Juniors",80.8,"82.5",170,180,-190,NA,180,107.5,115,-120,NA,115,160,172.5,-177.5,NA,172.5,467.5,"1",317.18,320.35,306.34,414.86,"","Russia","WRPF","2018-04-27","Russia","","European Championships",798857,3
"William Glesias","M","SBD","Raw",26.5,"24-34","MR-O",127.5,"120+",212.5,225,237.5,NA,237.5,140,147.5,-152.5,NA,147.5,230,242.5,250,NA,250,635,"4",360.44,360.44,343,487.94,"Yes","","USAPL","2018-06-02","USA","NC","NC State Championships",661438,3
"Didrik Lorenz Blakkestad","M","SBD","Single-ply",17.5,"18-19","Teen 14-18",66.5,"67.5",90,100,110,NA,110,80,90,-92.5,NA,90,130,140,155,NA,155,355,"2",277.03,293.65,268.84,371.36,"Yes","","NSF","2010-12-22","Norway","","Åpent stevne",561585,3
"Karen Barry","F","SBD","Raw",51.5,"50-54","Masters 2",70.18,"72",140,-150,150,NA,150,82.5,87.5,90,NA,90,150,155,-157.5,NA,155,395,"2",392.27,449.93,345.76,651.89,"Yes","Ireland","IPF","2018-06-06","Canada","","6th World Classic Championships",1038402,3
"Eugene Burrell","M","SBD","Single-ply",21.5,"20-23","Juniors",80.8,"82.5",242.5,255,-262.5,NA,255,152.5,-165,165,NA,165,255,267.5,-275,NA,267.5,687.5,"8",466.44,471.11,450.49,581.98,"Yes","USA","IPF","1999-10-05","Czechia","","World Juniors Powerlifting Championships",1023763,3
"Steve Barnes","M","SBD","Single-ply",51,"50-54","Masters 2",78.9,"83",220,230,240,NA,240,-160,165,-172.5,NA,165,230,247.5,-255,NA,247.5,652.5,"1",449.41,515.47,434.25,563.31,"Yes","New Zealand","NZPF","2013-08-02","New Zealand","WGN","New Zealand Equipped Championships",934387,3
"James Granja","M","SBD","Raw",23.5,"24-34","MR-Jr",92,"93",185,197.5,-207.5,NA,197.5,120,127.5,135,NA,135,230,247.5,262.5,NA,262.5,595,"3",375.72,375.72,361.89,551.31,"Yes","","USAPL","2017-05-27","USA","PA","Philadelphia Freedom Championship",759458,3
"Kelly Brown #1","F","SBD","Wraps",28,"24-34","O",59.7,"60",175,187.5,195,NA,195,85,90,92.5,NA,92.5,180,190,-195.5,-195.5,190,477.5,"1",534.43,534.43,472.23,856.52,"","UK","GPC","2018-09-16","Hungary","","World Championships",1237345,2
"Dallas Crittenden","M","SBD","Raw",26,"24-34","MR-O",117.8,"120",217.5,227.5,237.5,NA,237.5,160,167.5,175,NA,175,262.5,277.5,-290,NA,277.5,690,"1",398.46,398.46,380.59,562.04,"Yes","","USAPL","2018-09-08","USA","CA","Fortius Labor and Lift Open",712052,3
"Kateryna Klymenko","F","SBD","Single-ply",31.5,"24-34","Open",51.22,"52",-175,-175,175,NA,175,115,120,-125,NA,120,-167.5,167.5,-175,NA,167.5,462.5,"5",583.32,583.32,517.38,674.42,"Yes","Ukraine","IPF","2017-11-13","Czechia","","World Powerlifting Championships",1028620,3
"Armin Spiegel","M","SBD","Raw",22.5,"20-23","Juniors",82.75,"83",207.5,217.5,225,NA,225,127.5,135,-137.5,NA,135,212.5,227.5,240,NA,240,600,"4",401.22,401.22,387.32,597.74,"Yes","","BVDK","2018-10-20","Germany","BY","DM KDK Classic Jugend und Junioren",14849,3
"Peter Horvath","M","SBD","Single-ply",21.5,"20-23","Open",89.4,"93",-275,275,-297.5,NA,275,150,-165,-165,NA,150,260,292.5,-300,NA,292.5,717.5,"2",459.62,464.22,442.99,570.64,"Yes","Hungary","EPF","2013-10-05","Hungary","","Danube Cup",788067,3
"Celeste Illian","F","SBD","Raw",26.5,"24-34","FR-O",71.6,"72",100,-112.5,-112.5,NA,100,47.5,-52.5,-52.5,NA,47.5,-125,125,132.5,NA,132.5,280,"5",274.31,274.31,241.66,456.34,"Yes","","USAPL","2017-12-10","USA","NE","Midwest Senior States",723438,3
"Ivan Stefanishin","M","SBD","Single-ply",54.5,"50-54","Masters 2",88.8,"90",205,215,NA,NA,215,105,115,-122.5,NA,115,207.5,215,220,NA,220,550,"1",353.55,425.68,340.81,452.51,"Yes","Ukraine","UkrainePF","1995-04-21","Ukraine","","Ukrainian Masters Powerlifting Championships",38113,4
"Charlie Chester","F","SBD","Raw",20,"20-23","Juniors",82.9,"84",147.5,-157.5,-157.5,NA,147.5,75,80,-85,NA,80,165,-172.5,-177.5,NA,165,392.5,"3",352.35,362.93,308.33,603.05,"Yes","UK","IPF","2016-06-19","USA","TX","World Classic Powerlifting Championships",1054030,3
"Nicholas Hansen","M","SBD","Single-ply",25,"24-34","Open",99.5,"100",230,247.5,255,NA,255,140,150,155,NA,155,270,290,300,314.5,300,710,"1",432.97,432.97,416.18,533.55,"Yes","","NZPF","2006-04-22","New Zealand","HKB","Central Districts Championships",932627,2
"Dylan Dickens","M","SBD","Raw",19.5,"20-23","MR-T3",67.4,"74",167.5,175,182.5,NA,182.5,100,105,110,NA,110,210,220,-222.5,NA,220,512.5,"1",395.61,407.48,383.76,580.74,"Yes","","USAPL","2018-06-09","USA","VA","Battle at the Beach",748164,3
"Michael Sommer","M","SBD","Wraps",24,"24-34","M-O",139.4,"140",300,-315,NA,NA,300,210,215,220,NA,220,270,290,-297.5,NA,290,810,"4",452.93,452.93,429.18,615.77,"","Germany","WPC","2012-11-06","USA","NV","World Championships",621273,4
"Artem Tsarkov","M","SBD","Single-ply",15.5,"16-17","Sub-Juniors",48.9,"52",120,130,-140,NA,130,-60,60,-65,NA,60,120,-122.5,135,NA,135,325,"3",340.73,385.02,336.27,434.07,"Yes","","UkrainePF","2008-04-11","Ukraine","","Ukrainian Sub-Junior Powerlifting Championships",27426,3
"Vishva Maniar","F","SBD","Raw",20.5,"20-23","FR-Jr",64.7,"72",65,70,77.5,NA,77.5,32.5,37.5,-45,NA,37.5,90,97.5,107.5,NA,107.5,222.5,"2",234.23,238.91,206.76,375.22,"Yes","","USAPL","2019-02-23","USA","IN","Indiana State Powerlifting Championship",726317,3
"Mikael Israelsson","M","SBD","Raw",49.5,"45-49","Masters 2",82.42,"83",170,-177.5,177.5,NA,177.5,130,-137.5,-137.5,NA,130,215,-225,-225,NA,215,522.5,"9",350.23,389.81,338.12,511.02,"Yes","Sweden","IPF","2015-06-05","Finland","","World Classic Powerlifting Championships",1027707,3
"Owen Lewis","M","SBD","Raw",20.5,"20-23","Juniors",86.9,"93",175,182.5,187.5,NA,187.5,95,100,105,NA,105,180,190,-200,NA,190,482.5,"4",313.77,320.04,302.59,448.32,"Yes","","NZPF","2015-11-07","New Zealand","AKL","Auckland 3-Lift Powerlifting Club Competition",928216,3
"Melissa Vargas","F","SBD","Raw",21.5,"20-23","FR-O",69.3,"72",90,97.5,100,NA,100,45,50,-52.5,NA,50,105,110,120,NA,120,270,"8",270.49,273.19,238.48,445.57,"Yes","","USAPL","2017-04-01","USA","DC","District Open",727933,3
"Oleksandr Pronin","M","SBD","Single-ply",29.5,"24-34","Open",132.62,"125+",300,320,-330,NA,320,220,230,240,NA,240,300,310,-320,NA,310,870,"1",490.36,490.36,465.73,557.42,"Yes","","UkrainePF","2008-12-04","Ukraine","","Ukrainian Powerlifting Cup",29161,3
"Ottó Antal","M","SBD","Wraps",51.5,"50-54","M3",58,"60",125,130,132.5,NA,132.5,65,70,72.5,NA,72.5,155,165,-170,NA,165,370,"1",325.66,373.53,317.84,451.2,"","Hungary","GPC","2011-06-12","Hungary","","European Championships",1236079,3
"Paul Markwart","M","SBD","Raw",31.5,"24-34","Open",82.7,"83",207.5,220,232.5,NA,232.5,165,170,175,NA,175,260,277.5,292.5,NA,292.5,700,"2",468.26,468.26,452.04,711.78,"Yes","","BVDK","2019-03-29","Germany","","DM Kraftdreikampf Classic Aktive / Senioren",11367,3
"Mary Olson","F","SBD","Raw",51.5,"50-54","FR-M2a",80.7,"84",-70,-70,70,NA,70,37.5,-40,40,NA,40,90,97.5,102.5,NA,102.5,212.5,"2",193.51,221.95,169.62,331.77,"Yes","","USAPL","2018-09-29","USA","MN","Solcana Novice Meet",748362,3
"Yoshihiro Sato","M","SBD","Single-ply",21,"20-23","Open",59.8,"60",-205,205,215,NA,215,-140,140,-150,NA,140,195,210,212.5,NA,212.5,567.5,"3",485.49,495.2,473.12,597.3,"Yes","Japan","JPA","2004-07-16","Japan","","Japanese Powerlifting Championships",52492,3
"Philip Sawicki","M","SBD","Raw",20.5,"20-23","MR-Jr",73.7,"74",155,165,175,NA,175,110,120,-125,NA,120,180,195,205,NA,205,500,"1",360.7,367.91,349.05,526.79,"Yes","","USAPL","2017-04-08","USA","PA","Pennsylvania State Championship",711936,3
"Peyton Faas","F","SBD","Single-ply",8.5,"5-12","F-Y1",27.4,"30",25,30,35,NA,35,15,20,25,NA,25,35,40,42.5,NA,42.5,102.5,"1",171.83,256.03,171.57,NA,"Yes","","USAPL","2015-02-14","USA","","Youth Nationals",751193,4
"Thomas Haifley","M","SBD","Raw",41.5,"40-44","MR-O",92.2,"93",197.5,205,207.5,NA,207.5,152.5,160,-162.5,NA,160,262.5,275,-282.5,NA,275,642.5,"60",405.29,409.34,390.35,601.24,"Yes","","USAPL","2016-10-13","USA","GA","Raw Nationals",659077,3
"Randy Tomkins","M","SBD","Wraps",43,"40-44","MOR",104.6,"110",205,215,227.5,NA,227.5,120,137.5,142.5,NA,142.5,200,220,227.5,NA,227.5,597.5,"4",357.52,368.6,343.11,510.58,"","","UPA","2012-07-20","USA","IA","Iron Battle on the Mississippi",1357968,3
"Susan Walter","F","SBD","Raw",67.5,"65-69","FR-M3",61.5,"63",-55,-55,62.5,NA,62.5,37.5,40,-42.5,NA,40,92.5,97.5,100,NA,100,202.5,"3",221.51,341.79,195.65,346.62,"Yes","","USAPL","2016-10-13","USA","GA","Raw Nationals",659476,3
"Ewa Przytulska","F","SBD","Single-ply",17.5,"18-19","Juniors",74.5,"75",170,180,190,NA,190,97.5,102.5,105,NA,105,160,170,180,NA,180,475,"2",453.46,480.67,398.99,588.12,"Yes","Poland","EPF","2000-06-15","Bulgaria","","European Junior Powerlifting Championships",792021,3
"Lincoln Hornby","M","SBD","Raw",20.5,"20-23","Open",100.5,"105",175,187.5,195,NA,195,125,132.5,-137.5,NA,132.5,210,222.5,237.5,NA,237.5,565,"1",343.17,350.04,329.77,490.38,"Yes","","PA","2016-07-02","Australia","NSW","Definition Strength Challenge",197139,3
"Redda Haddou","M","SBD","Single-ply",21.5,"20-23","Juniors",74.8,"75",220,240,-245,NA,240,150,155,160,NA,160,230,-242.5,-242.5,NA,230,630,"6",449.75,454.25,435.07,564.02,"Yes","Germany","EPF","2000-06-15","Bulgaria","","European Junior Powerlifting Championships",792064,3
"Vincent Todaro","M","SBD","Raw",32,"24-34","Open",57.59,"59",160,165,167.5,NA,167.5,87.5,92.5,97.5,NA,97.5,200,205,-210,NA,205,470,"1",416.46,416.46,406.62,599.87,"Yes","","FFForce","2017-04-08","France","","France Force Athlétique Open",1258689,3
"Ulrike Hofmann","F","SBD","Single-ply",40.5,"40-44","Open",64.1,"67.5",85,90,-95,NA,90,-50,52.5,-55,NA,52.5,95,100,-105,NA,100,242.5,"6",257.06,257.06,226.94,370.23,"Yes","Germany","BVDK","2002-09-06","Germany","","Deutsche Meisterschaften KDK Aktive",9887,3
"Eddie Codd","M","SBD","Raw",25.5,"24-34","Open",91.35,"94",172.5,185,-200,NA,185,145,152.5,157.5,NA,157.5,210,-220,220,NA,220,562.5,"4",356.43,356.43,343.37,519,"Yes","","PA","2018-11-25","Australia","VIC","JPS Open IV",209138,3
"Bryan Do","M","SBD","Raw",26.5,"24-34","MR-O",73.8,"74",140,165,190,NA,190,95,107.5,115,NA,115,180,195,207.5,NA,207.5,512.5,"2",369.36,369.36,357.42,541.53,"Yes","","USAPL","2015-11-14","USA","CA","Fall Classic/SoCal Regional",756305,3
"Stefan Huldén","M","SBD","Single-ply",39.5,"35-39","Open",123.45,"125",330,-340,-340,NA,330,-250,250,-257.5,NA,250,300,-320,-320,NA,300,880,"8",502.76,502.76,479.17,582.18,"Yes","Sweden","IPF","2006-11-05","Norway","","World Powerlifting Championships",1050785,3
"Peter Schmidt","M","SBD","Raw",42.5,"40-44","Masters 1",81.6,"83",225,237.5,-245.5,NA,237.5,142.5,150,156,NA,156,220,235,247.5,NA,247.5,641,"1",432.27,440.91,417.4,650.6,"Yes","Germany","BVDK","2017-10-12","Germany","","DM KDK Classic",14496,3
"Rebecka Cook","F","SBD","Single-ply",14,"13-15","T1",122.1,"90+",157.5,167.5,177.5,NA,177.5,65,77.5,-92.5,NA,77.5,155,165,172.5,NA,172.5,427.5,"1",340.8,419.19,288.5,461.22,"Yes","USA","USAPL","2008-02-15","USA","TX","Women's National Powerlifting Championships",187827,3
"Jacinta Read","F","SBD","Single-ply",17.5,"18-19","Sub-Juniors",56.6,"60",-110,-115,-115,NA,NA,-67.5,67.5,70,NA,70,110,-120,-120,NA,110,NA,"DQ",NA,NA,NA,NA,"Yes","Australia","IPF","2007-09-03","France","","World Sub-Juniors & Juniors Powerlifting Championships",1030939,9
"James Hetherington","M","SBD","Raw",22.5,"20-23","M-C-Open",122.4,"120+",265,280,290,NA,290,140,145,150,NA,150,265,280,-290,NA,280,720,"1",412.1,412.1,392.93,577.53,"Yes","","EPA","2017-12-03","England","","South Midlands Bitesize 5.5",238202,3
"Mykhailo Solomin","M","SBD","Single-ply",27.5,"24-34","Open",80,"82.5",250,265,-275,NA,265,-190,205,-210,NA,205,240,250,NA,NA,250,720,"4",491.54,491.54,474.83,610.26,"Yes","Ukraine","UkrainePF","1999-02-24","Ukraine","","Ukrainian Powerlifting Championships",31390,4
"Susan Elwyn","F","SBD","Single-ply",65.5,"65-69","Masters 3",47.03,"52",70,-97.5,97.5,NA,97.5,35,45,-47.5,NA,45,100,115,-120,NA,115,257.5,"1",346.15,512.3,308.56,435.8,"Yes","USA","IPF","2013-09-24","USA","FL","World Masters Powerlifting Championships",1039843,3
"Ana Belén Álvarez Humara","F","SBD","Raw",31.5,"24-34","SNR",51.8,"52",97.5,-107.5,-112.5,NA,97.5,55,60,-65,NA,60,115,130,135,NA,135,292.5,"3",365.73,365.73,324.23,553.67,"Yes","","AEP","2018-03-24","Spain","","II Campeonato del NorOeste de Powerlifting Raw",588406,3
"Tess Kaytmaz","F","SBD","Raw",26.5,"24-34","FR-O",71.9,"72",-60,-60,60,NA,60,35,42.5,-50,NA,42.5,75,85,-92.5,NA,85,187.5,"3",183.18,183.18,161.36,303.38,"Yes","","USAPL","2017-03-25","USA","NY","Squats & Science Powerlifting Championship",688281,3
"Rufus Fabritius","M","SBD","Raw",26.5,"24-34","Open",102.25,"105",185,200,210,NA,210,140,150,155,NA,155,235,250,260,NA,260,625,"4",377.1,377.1,362.17,545.56,"Yes","Finland","SVNL","2016-05-14","Finland","","SELL Student Games",1009825,3
"Joslyn Solomon","F","SBD","Raw",31.5,"24-34","FR-O",82.5,"84",95,107.5,117.5,NA,117.5,47.5,52.5,60,NA,60,125,140,-150,NA,140,317.5,"1",285.74,285.74,250.12,489.77,"Yes","","USAPL","2015-10-10","USA","MN","Noonan Barbell Raw Open",710611,3
"Tetyana Skrypka","F","SBD","Single-ply",12.5,"13-15","Open",47.35,"48",120,-132.5,132.5,NA,132.5,60,65,67.5,NA,67.5,130,137.5,142.5,NA,142.5,342.5,"1",458.16,586.44,408.19,545.05,"Yes","Ukraine","UkrainePF","2000-09-28","Ukraine","","Ukrainian Powerlifting Cup",31649,3
"Catherine Bochenek","F","SBD","Raw",20.5,"20-23","FR-C",70.15,"72",115,122.5,130,NA,130,57.5,65,-70,NA,65,147.5,165,172.5,NA,172.5,367.5,"14",365.07,372.37,321.79,606.12,"Yes","","USAPL","2019-04-12","USA","OH","Collegiate Nationals",692862,3
"Terje Brovold","M","SBD","Single-ply",52.5,"50-54","Masters 50-59",89.3,"90",-230,240,NA,NA,240,170,175,-180,NA,175,230,245,252.5,NA,252.5,667.5,"1",427.84,498.43,412.37,535.2,"Yes","Norway","NSF","1998-02-14","Norway","","B og veteran NM",566370,4
"Evgen Kovalenko","M","SBD","Wraps",25.5,"24-34","O",82.5,"82.5",130,145,-160,NA,145,105,115,-120,NA,115,160,190,-200,NA,190,450,"2",301.46,301.46,291.03,428.05,"","Ukraine","UPC","2015-10-24","Ukraine","","Samvatas Cup",1282146,3
"Caitlyn Trout","F","SBD","Wraps",24,"24-34","F-LW",55,"56",160,170,177.5,NA,177.5,72.5,77.5,-80,NA,77.5,165,175,-177.5,NA,175,430,"1",513.14,513.14,454.07,803.83,"","","RUPC","2014-02-07","USA","FL","Raw Unity VII",22880,3
"Pavol Varchola","M","SBD","Single-ply",24.5,"24-34","Open",89.6,"90",265,-270,-270,NA,265,180,190,195,NA,195,280,290,-300,NA,290,750,"7",479.89,479.89,462.5,593.15,"Yes","Slovakia","EPF","2003-05-08","Bulgaria","","Men's European Powerlifting Championships",787530,3
"Gregory Lowe","M","SBD","Raw",24.5,"24-34","Open",74.5,"83",135,145,-152.5,NA,145,67.5,75,-80,NA,75,175,187.5,200,NA,200,420,"2",300.68,300.68,290.89,425.35,"Yes","","PA","2016-02-06","Australia","WA","Gates of Valhalla",212654,3
"Deedan Kirschner","M","SBD","Raw",14.5,"13-15","MR-T1",98.8,"105",102.5,-107.5,115,NA,115,70,80,-82.5,NA,80,137.5,147.5,-155,NA,147.5,342.5,"1",209.47,247.17,201.38,267.16,"Yes","","USAPL","2019-02-23","USA","WY","Wyoming State Championship",740380,3
"Dylan Jackowski","M","SBD","Raw",17.5,"18-19","MR-T2",73.2,"74",147.5,-160,-165,NA,147.5,102.5,117.5,-122.5,NA,117.5,160,182.5,187.5,NA,187.5,452.5,"6",328.03,347.71,317.48,471.15,"Yes","","USAPL","2019-03-02","USA","WI","WHSPA State Championship",750356,3
"Clinton Treichel","M","SBD","Raw",23.5,"24-34","MR-Jr",114.5,"120",195,205,227.5,NA,227.5,125,140,152.5,NA,152.5,205,227.5,250,NA,250,630,"2",366.49,366.49,350.5,514.29,"Yes","","USAPL","2019-02-16","USA","NY","2nd Annual Mustache Mayhem",738795,3
"Mike Scheitler","M","SBD","Wraps",35,"35-39","M_SCR_AAPF",129,"140",255,-265,265,NA,265,147.5,157.5,-162.5,NA,157.5,270,280,287.5,NA,287.5,710,"1",402.14,402.14,382.45,551.99,"Yes","","APF","2018-07-28","USA","IL","Chicago Summer Bash 15",626298,3
"Caleb Thomas","M","SBD","Raw",18.5,"18-19","MR-C",89.9,"93",172.5,185,190,NA,190,100,110,120,NA,120,202.5,212.5,220,NA,220,530,"6",338.54,352.08,326.25,489.36,"Yes","","USAPL","2016-11-05","USA","TX","Raw Collegiate Cup",703016,3
"Christian Cajigal","M","SBD","Raw",21.5,"20-23","MR-C",72.1,"74",135,145,150,NA,150,107.5,110,115,NA,115,170,180,190,NA,190,455,"2",333.5,336.83,322.89,479.8,"Yes","","USAPL","2016-02-13","USA","NY","Northeast Regional Championships",680461,3
"Shinebayar Rentsentsedev","M","SBD","Multi-ply",21,"20-23","J",89.7,"90",270,290,-300,NA,290,220,-230,NA,NA,220,230,NA,NA,NA,230,740,"2",473.22,482.68,456.06,585.64,"","Mongolia","WPC","2013-10-26","Czechia","","World Championship",1241912,6
